Stop_name,Train_Line,Pax_annual,Pax_annual_norm,Pax_AM_peak,Pax_AM_peak_norm,Bike_Path_Dist_m,Bike_Path_Dist_m_norm
Flagstaff,Alamein Line,3445200,0.17537237402449213,850,0.21052631578947367,3.080857663216399,0.0009272706226168063
Flagstaff,Belgrave Line,3445200,0.17537237402449213,850,0.21052631578947367,3.080857663216399,0.0009272706226168063
Flagstaff,Glen Waverly Line,3445200,0.17537237402449213,850,0.21052631578947367,3.080857663216399,0.0009272706226168063
Flagstaff,Lilydale Line,3445200,0.17537237402449213,850,0.21052631578947367,3.080857663216399,0.0009272706226168063
Melbourne Central,Mernda Line,11876900,0.6048861992379322,1650,0.42105263157894735,6.124393826162657,0.0019921100931166126
Melbourne Central,Hurstbridge Line,11876900,0.6048861992379322,1650,0.42105263157894735,6.124393826162657,0.0019921100931166126
Melbourne Central,Craigieburn Line,11876900,0.6048861992379322,1650,0.42105263157894735,6.124393826162657,0.0019921100931166126
Melbourne Central,Upfield Line,11876900,0.6048861992379322,1650,0.42105263157894735,6.124393826162657,0.0019921100931166126
Melbourne Central,Frankston Line,11876900,0.6048861992379322,1650,0.42105263157894735,6.124393826162657,0.0019921100931166126
Melbourne Central,Alamein Line,11876900,0.6048861992379322,1650,0.42105263157894735,6.124393826162657,0.0019921100931166126
Melbourne Central,Belgrave Line,11876900,0.6048861992379322,1650,0.42105263157894735,6.124393826162657,0.0019921100931166126
Melbourne Central,Glen Waverly Line,11876900,0.6048861992379322,1650,0.42105263157894735,6.124393826162657,0.0019921100931166126
Melbourne Central,Lilydale Line,11876900,0.6048861992379322,1650,0.42105263157894735,6.124393826162657,0.0019921100931166126
Parliament,Mernda Line,6344650,0.32307139800721313,850,0.21052631578947367,3.7632814968151305,0.0011660296827103375
Parliament,Hurstbridge Line,6344650,0.32307139800721313,850,0.21052631578947367,3.7632814968151305,0.0011660296827103375
Parliament,Craigieburn Line,6344650,0.32307139800721313,850,0.21052631578947367,3.7632814968151305,0.0011660296827103375
Parliament,Upfield Line,6344650,0.32307139800721313,850,0.21052631578947367,3.7632814968151305,0.0011660296827103375
Parliament,Frankston Line,6344650,0.32307139800721313,850,0.21052631578947367,3.7632814968151305,0.0011660296827103375
Parliament,Alamein Line,6344650,0.32307139800721313,850,0.21052631578947367,3.7632814968151305,0.0011660296827103375
Parliament,Belgrave Line,6344650,0.32307139800721313,850,0.21052631578947367,3.7632814968151305,0.0011660296827103375
Parliament,Glen Waverly Line,6344650,0.32307139800721313,850,0.21052631578947367,3.7632814968151305,0.0011660296827103375
Parliament,Lilydale Line,6344650,0.32307139800721313,850,0.21052631578947367,3.7632814968151305,0.0011660296827103375
Belgrave,Belgrave Line,283100,0.01429386474315871,300,0.06578947368421052,168.36055311932827,0.058753540451947264
Tecoma,Belgrave Line,47250,0.0022795810664873566,100,0.013157894736842105,40.735618237834935,0.014101510442806445
Upwey,Belgrave Line,97850,0.0048571632332864685,150,0.02631578947368421,22.227812837956275,0.007626199933256821
Alamein,Alamein Line,96200,0.004773111640890845,200,0.039473684210526314,16.95197735373036,0.005780347752539225
